path	wave_owner	owning_tests	owning_docs	scenarios	security_trigger	research_spine_touch
tests/document_corpus/rich/sources/usability/hb-ux-03-p05.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-04-p06.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-05-p09.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-06-p12.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-07-p16.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/document_corpus/rich/sources/usability/hb-ux-08-p04.md	W1-included	tests/test_public_repo_quality.py (audit scan surface)	docs/promotion/2026-09-09-candidate-boundary.md §corpus	none (fixture data)	public-quality audit RAW_SOURCE_FORBIDDEN + scan_repeated_source_excerpts	YES — fixtures must stay tests-only synthetic; never product data (M-22)
tests/pi_production/test_w1_agentic_contract.py	W3a	pytest tests/pi_compat tests/pi_migration	Tech.md authority runbook	10-settings-models.mjs (effort badge)	pi_bump_diff_proof.py verify (supply-chain provenance)	no
tests/real_user_benchmark/lib/donor-sandboxes.mjs	W5	tests/test_remote_benchmark_runner_contract.py; benchmark orchestration tests	TESTING.md	benchmark persona matrix	none	YES if benchmark synthesizes findings — spine probes govern
tests/real_user_benchmark/lib/donor-sandboxes.test.mjs	W5	tests/test_remote_benchmark_runner_contract.py; benchmark orchestration tests	TESTING.md	benchmark persona matrix	none	YES if benchmark synthesizes findings — spine probes govern
tests/real_user_benchmark/lib/model-management-probes.mjs	W5	tests/test_remote_benchmark_runner_contract.py; benchmark orchestration tests	TESTING.md	benchmark persona matrix	none	YES if benchmark synthesizes findings — spine probes govern
tests/real_user_benchmark/lib/model-management-probes.test.mjs	W5	tests/test_remote_benchmark_runner_contract.py; benchmark orchestration tests	TESTING.md	benchmark persona matrix	none	YES if benchmark synthesizes findings — spine probes govern
tests/real_user_benchmark/run.mjs	W5	tests/test_remote_benchmark_runner_contract.py; benchmark orchestration tests	TESTING.md	benchmark persona matrix	none	YES if benchmark synthesizes findings — spine probes govern
tests/simulation/coverage-matrix.json	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/lib/scenario-registry.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/lib/view-check.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/probe_auth_hardening_ui.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/probe_auth_uniformity.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/10-agent-architecture.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/14-agent-communication.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/15-vector-db.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/17-full-pipeline.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/18-task-verification.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/20-all-skills-comprehensive.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/21-agent-work-simulation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/22-architecture-evaluation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/25-systemic-robustness.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/26-model-session-persistence.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/27-agent-identity-system.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/28-self-evolution-prompt-compression.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/32-auth-flow.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/33-task-locking.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/34-compute-pool.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/35-ensemble-validation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/36-llm-servers.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/38-task-routing.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/39-data-migration.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/42-content-guard.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/43-process-hardening.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/44-agent-factory.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/45-interfaces-menu.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/46-stitch-figma-integration.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/47-atomic-research-design.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/48-real-user-simulation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/49-loops-schedule.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/50-notifications.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/51-backup-system.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/52-meta-hyperagent.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/55-survey-integration.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/56-mcp-server-security.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/57-mcp-client-registry.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/58-research-deployment.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/59-agent-integration-knowledge.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/61-autoresearch-isolation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/64-docker-security.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/66-featured-mcp-servers.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/67-auth-enforcement.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/68-data-security.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/69-user-management-ui.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/70-mid-execution-steering.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/70-research-integrity.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/71-plan-and-execute.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/73-a2a-debate-and-reports.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/74-2fa-login-flow.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/75-participant-simulation.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/76-long-horizon-trajectory.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/scenarios/81-project-settings.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase10_collapse_chat_proof.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase1_methodology_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase2_integrations_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase3_interviews_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase4_interfaces_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase5_autonomous_systems_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase6_admin_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase7_responsive_design_surfaces.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase8_depth_quality_ensemble_settings_history.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/simulation/test_phase9_broad_24view_sweep.mjs	W3b/W5	node --check static; container Playwright lane (owner-gated live)	scenario-registry.mjs; TESTING.md	self (scenario file)	none	only if scenario drives research surfaces (matrix row notes)
tests/test_auth_security.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_connections.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_field_encryption.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_file_encryption.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_files.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_laws.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_pi_replacement_candidate.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_project_scope_contracts.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_rag_resilience.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_research_integrity_validation.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_research_validity_contract.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_security_benchmark.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_settings.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_telemetry.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_validation_evidence.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_webauthn.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
tests/test_websocket.py	W3a	pytest self	TESTING.md	none	tests/test_security_benchmark.py for security-adjacent	YES for test_research_validity_contract.py / test_research_integrity_validation.py
1{print	QUARANTINE (ambient shell-redirect junk, preserved in place, never staged)	none	W2 dossier notes it for owner removal	none	none	no
AGENTS.md	W3a	tests/test_public_repo_quality.py (machine_checkout_path rule)	self	none	none	governs spine compliance for all agents
backend/app/api/routes/audit.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/auth.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/chat.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/compute.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/connections.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/files.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/laws.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/metrics.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/projects.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/settings.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/routes/webauthn.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/api/websocket.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/agentic/dispatcher.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/agentic/types.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/auth_sessions.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/backup_manager.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/data_integrity.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/data_migration.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/field_encryption.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/file_encryption.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/keyword_index.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/pi_runtime/supervisor.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/security_middleware.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/telemetry.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; ruff F821/F811/F822/E999 repo-wide gate (M-03)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
backend/app/core/validation.py	W3a (preserved dirty, excluded from W1 freeze)	pytest backend suite; ruff format --check; ruff check --select F821,F811,F822,E999; YES — security_benchmark --fail-on-threshold (audit.py/metrics.py/audit_middleware.py scope widening M-12)	docs/architecture/agentic_core.md where behavior changes	simulation scenarios driving changed routes	see tests col	YES for research_validity_* services — spine gates non-bypassable
