public_id	cf_id	spec	kind	owner_role	parent_spec_status	bucket	title	evidence_citation
CF-176	176	CF-SPEC-17	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	parent CF-SPEC-17 status=tasked measured 2026-09-09; deferred: auth-surface-audit done; WebAuthn/TOTP follow-up under this spec
CF-177	177	CF-SPEC-17	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	parent CF-SPEC-17 status=tasked measured 2026-09-09; deferred: auth-surface-audit done; WebAuthn/TOTP follow-up under this spec
CF-178	178	CF-SPEC-17	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	parent CF-SPEC-17 status=tasked measured 2026-09-09; deferred: auth-surface-audit done; WebAuthn/TOTP follow-up under this spec
CF-179	179		recipe_step	architect	n/a	open-not-release-blocking	1. capture baseline	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-180	180		recipe_step	architect	n/a	open-not-release-blocking	2. plan task graph	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-182	182		recipe_step	tester	n/a	open-not-release-blocking	4. run post-change gate	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-183	183		recipe_step	implementer	n/a	open-not-release-blocking	5. record decision	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-184	184	CF-SPEC-18	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-001: complete `Auth hardening milestone: fail-closed field encryption, key rotation paths, MFA step-up and claim enforcement, co	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-185	185	CF-SPEC-18	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-002: review impacted files, contracts, tests, and gates before acceptance	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-186	186	CF-SPEC-18	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-001: The implementation MUST satisfy the requested behavior: Auth hardening milestone: fail-closed field encryption, key rotati	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-187	187	CF-SPEC-18	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-002: The implementation MUST preserve unrelated behavior and avoid generated/runtime/vendor surfaces unless explicitly required	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-188	188	CF-SPEC-18	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-003: The implementation MUST record verification evidence before completion.	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-189	189	CF-SPEC-18	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-004: The implementation MUST inspect and account for impacted contracts, tests, and architecture gates.	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-190	190	CF-SPEC-18	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-191	191	CF-SPEC-18	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-192	192	CF-SPEC-18	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	parent CF-SPEC-18 status=tasked measured 2026-09-09; deferred: auth-hardening milestone done; rotation-path work under this spec
CF-193	193		recipe_step	architect	n/a	open-not-release-blocking	1. capture baseline	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-194	194		recipe_step	architect	n/a	open-not-release-blocking	2. plan task graph	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-195	195		recipe_step	implementer	n/a	open-not-release-blocking	3. implement in scoped slices	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-196	196		recipe_step	tester	n/a	open-not-release-blocking	4. run post-change gate	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-197	197		recipe_step	implementer	n/a	open-not-release-blocking	5. record decision	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-198	198	CF-SPEC-19	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-001: complete `Long-horizon agentic reasoning: budget-aware continuation, plan-then-execute, mid-run critic, parallel tool fan-o	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-199	199	CF-SPEC-19	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-002: review impacted files, contracts, tests, and gates before acceptance	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-200	200	CF-SPEC-19	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-001: The implementation MUST satisfy the requested behavior: Long-horizon agentic reasoning: budget-aware continuation, plan-th	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-201	201	CF-SPEC-19	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-002: The implementation MUST preserve unrelated behavior and avoid generated/runtime/vendor surfaces unless explicitly required	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-202	202	CF-SPEC-19	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-003: The implementation MUST record verification evidence before completion.	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-203	203	CF-SPEC-19	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-004: The implementation MUST inspect and account for impacted contracts, tests, and architecture gates.	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-204	204	CF-SPEC-19	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-205	205	CF-SPEC-19	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-206	206	CF-SPEC-19	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	parent CF-SPEC-19 status=tasked measured 2026-09-09; deferred: agentic-long-horizon-improvement S1 in_progress
CF-285	285		recipe_step	architect	n/a	open-not-release-blocking	1. capture baseline	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-286	286		recipe_step	architect	n/a	open-not-release-blocking	2. plan task graph	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-288	288		recipe_step	tester	n/a	open-not-release-blocking	4. run post-change gate	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-289	289		recipe_step	implementer	n/a	open-not-release-blocking	5. record decision	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-290	290	CF-SPEC-25	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-001: complete `UI suite Batch 3: convert remaining 31 API-only scenarios + new 81-project-settings scenario to browser acts; ver	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-291	291	CF-SPEC-25	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-002: review impacted files, contracts, tests, and gates before acceptance	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-292	292	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-001: The implementation MUST satisfy the requested behavior: UI suite Batch 3: convert remaining 31 API-only scenarios + new 81	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-293	293	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-002: The implementation MUST preserve unrelated behavior and avoid generated/runtime/vendor surfaces unless explicitly required	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-294	294	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-003: The implementation MUST record verification evidence before completion.	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-295	295	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-004: The implementation MUST inspect and account for impacted contracts, tests, and architecture gates.	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-296	296	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST account for the `baseline gates` step that process level `full` adds to the plan sequence, or reco	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-297	297	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-006: The implementation MUST account for the `update contracts/models` step that process level `full` adds to the plan sequence	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-298	298	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-007: The implementation MUST account for the `update tests` step that process level `full` adds to the plan sequence, or record	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-299	299	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-008: The implementation MUST account for the `update docs/rules` step that process level `full` adds to the plan sequence, or r	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-300	300	CF-SPEC-25	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-009: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-301	301	CF-SPEC-25	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-302	302	CF-SPEC-25	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	parent CF-SPEC-25 status=tasked measured 2026-09-09; deferred: UI-suite Batch 3 wave active
CF-339	339		recipe_step	architect	n/a	open-not-release-blocking	1. capture baseline	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-340	340		recipe_step	architect	n/a	open-not-release-blocking	2. plan task graph	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-341	341		recipe_step	implementer	n/a	open-not-release-blocking	3. implement in scoped slices	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-342	342		recipe_step	tester	n/a	open-not-release-blocking	4. run post-change gate	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-343	343		recipe_step	implementer	n/a	open-not-release-blocking	5. record decision	process-level recipe_step with no parent spec; no acceptance record exists to cite a closure; closure requires run-owner decision — explicitly not closed by W2
CF-344	344	CF-SPEC-29	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-001: complete `Pi capability inheritance: worker binding inherits pi-ai builtin reasoning/thinkingLevelMap/compat with catalog-o	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-345	345	CF-SPEC-29	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-002: review impacted files, contracts, tests, and gates before acceptance	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-346	346	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-001: The implementation MUST satisfy the requested behavior: Pi capability inheritance: worker binding inherits pi-ai builtin r	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-347	347	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-002: The implementation MUST preserve unrelated behavior and avoid generated/runtime/vendor surfaces unless explicitly required	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-348	348	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-003: The implementation MUST record verification evidence before completion.	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-349	349	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-004: The implementation MUST inspect and account for impacted contracts, tests, and architecture gates.	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-350	350	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST account for the `baseline gates` step that process level `full` adds to the plan sequence, or reco	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-351	351	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-006: The implementation MUST account for the `update contracts/models` step that process level `full` adds to the plan sequence	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-352	352	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-007: The implementation MUST account for the `update tests` step that process level `full` adds to the plan sequence, or record	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-353	353	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-008: The implementation MUST account for the `update docs/rules` step that process level `full` adds to the plan sequence, or r	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-354	354	CF-SPEC-29	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-009: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-355	355	CF-SPEC-29	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-356	356	CF-SPEC-29	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	parent tasked; wave update-and-release-proof review PASS (L-41 2026-09-08); single carried live-lane badge-execution debt is owner-gated, pending not passing (dossier)
CF-402	402	CF-SPEC-30	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-001: complete `Prepare testing branch for owner-gated promotion to main: reconcile candidate state, repair recent Build Stream a	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-403	403	CF-SPEC-30	spec_requirement	tester	tasked	open-not-release-blocking	Validate US-002: review impacted files, contracts, tests, and gates before acceptance	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-404	404	CF-SPEC-30	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-001: The implementation MUST satisfy the requested behavior: Prepare testing branch for owner-gated promotion to main: reconcil	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-405	405	CF-SPEC-30	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-002: The implementation MUST preserve unrelated behavior and avoid generated/runtime/vendor surfaces unless explicitly required	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-406	406	CF-SPEC-30	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-003: The implementation MUST record verification evidence before completion.	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-407	407	CF-SPEC-30	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-004: The implementation MUST inspect and account for impacted contracts, tests, and architecture gates.	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-408	408	CF-SPEC-30	spec_requirement	implementer	tasked	open-not-release-blocking	Implement FR-005: The implementation MUST inspect Compass Forge must-inspect relationships or record why they do not apply.	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-409	409	CF-SPEC-30	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-001: Requested behavior can be demonstrated or reviewed from the linked task evidence.	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
CF-410	410	CF-SPEC-30	spec_requirement	tester	tasked	open-not-release-blocking	Prove SC-002: No linked task remains incomplete when the spec is accepted.	spec-template scaffolding under tasked CF-SPEC-30; superseded for this run by wave tasks; closes at spec acceptance per SC-002
testing-to-main-20260909-WAVE-control-plane-lifecycle-REVIEW	429	CF-SPEC-30	standard_change	testing-to-main-20260909-code-reviewer	tasked	open-not-release-blocking	Code-review: Reconcile Build Stream and Compass Forge lifecycle truth	this release wave task; proceeds via conductor pipeline (IMPL claimed 2026-09-09, REVIEW next stage)
